timestamp,length,src_ip,dst_ip,protocol,count,attack,attack_group,dst_port
20954298,0,17.73.109.30,172.28.4.7,TCP,4,incomplete_no_synack,invalid,0
20954298,0,172.28.2.93,34.110.234.33,TCP,1,graceful,closing,0
20954298,0,172.28.4.7,18.177.218.56,TCP,2,incomplete_no_synack,invalid,0
20954298,0,172.28.4.7,19.14.122.18,TCP,2,incomplete_no_synack,invalid,0
20954298,0,172.28.4.7,19.16.150.31,TCP,2,incomplete_no_synack,invalid,0
20954298,0,172.28.4.7,19.202.221.20,TCP,2,incomplete_no_synack,invalid,0
20954298,0,172.28.4.7,2.190.156.35,TCP,11,incomplete_no_ack,invalid,80
20954298,0,172.28.4.7,2.190.156.35,TCP,4,incomplete_no_synack,invalid,80
20954298,0,172.28.4.7,2.234.50.12,TCP,13,incomplete_no_ack,invalid,80
20954298,0,172.28.4.7,2.234.50.12,TCP,2,incomplete_no_synack,invalid,80
20954298,0,172.28.4.7,2.66.18.14,TCP,13,incomplete_no_ack,invalid,80
20954298,0,172.28.4.7,2.66.18.14,TCP,2,incomplete_no_synack,invalid,80
20954298,0,172.28.4.7,3.1.141.25,TCP,14,incomplete_no_ack,invalid,80
20954298,0,172.28.4.7,3.1.141.25,TCP,1,incomplete_no_synack,invalid,0
20954298,0,172.28.4.7,3.118.53.21,TCP,15,incomplete_no_ack,invalid,80
20954298,0,172.28.4.7,3.121.212.34,TCP,12,incomplete_no_ack,invalid,80
20954298,0,172.28.4.7,3.121.212.34,TCP,3,incomplete_no_synack,invalid,80
20954298,0,172.28.4.7,3.194.221.19,TCP,12,incomplete_no_ack,invalid,80
20954298,0,172.28.4.7,3.194.221.19,TCP,3,incomplete_no_synack,invalid,80
20954298,0,172.28.4.7,3.230.71.16,TCP,12,incomplete_no_ack,invalid,80
20954298,0,172.28.4.7,3.230.71.16,TCP,4,incomplete_no_synack,invalid,80
20954298,0,172.28.4.7,4.149.26.80,TCP,12,incomplete_no_ack,invalid,80
20954298,0,172.28.4.7,4.149.26.80,TCP,3,incomplete_no_synack,invalid,80
20954298,0,172.28.4.7,4.220.7.27,TCP,9,rst_during_handshake,invalid,80
20954298,0,172.28.4.7,4.220.7.27,TCP,4,invalid_ack,invalid,80
20954298,0,172.28.4.7,4.220.7.27,TCP,2,incomplete_no_synack,invalid,80
20954298,0,172.28.4.7,5.154.248.27,TCP,14,invalid_ack,invalid,80
20954298,0,172.28.4.7,5.154.248.27,TCP,1,incomplete_no_synack,invalid,0
20954298,0,172.28.4.7,5.180.127.39,TCP,9,invalid_ack,invalid,80
20954298,0,172.28.4.7,5.180.127.39,TCP,7,incomplete_no_synack,invalid,80
20954298,0,172.28.4.7,5.189.157.16,TCP,13,invalid_ack,invalid,80
20954298,0,172.28.4.7,5.189.157.16,TCP,2,incomplete_no_synack,invalid,80
20954298,0,172.28.4.7,6.108.61.62,TCP,10,incomplete_no_ack,invalid,80
20954298,0,172.28.4.7,6.108.61.62,TCP,5,incomplete_no_synack,invalid,80
20954298,0,172.28.4.7,6.114.72.11,TCP,6,invalid_ack,invalid,80
20954298,0,172.28.4.7,6.114.72.11,TCP,9,incomplete_no_synack,invalid,80
20954298,0,172.28.4.7,6.148.44.38,TCP,11,incomplete_no_ack,invalid,80
20954298,0,172.28.4.7,6.148.44.38,TCP,4,incomplete_no_synack,invalid,80
20954298,0,172.28.4.7,6.166.35.36,TCP,3,invalid_ack,invalid,80
20954298,0,172.28.4.7,6.166.35.36,TCP,5,rst_during_handshake,invalid,80
20954298,0,172.28.4.7,6.166.35.36,TCP,7,incomplete_no_synack,invalid,80
20954298,0,172.28.4.7,6.216.54.23,TCP,7,rst_during_handshake,invalid,80
20954298,0,172.28.4.7,6.216.54.23,TCP,5,invalid_ack,invalid,80
20954298,0,172.28.4.7,6.216.54.23,TCP,3,incomplete_no_synack,invalid,80
20954298,0,172.28.4.7,6.223.43.24,TCP,11,invalid_ack,invalid,80
20954298,0,172.28.4.7,6.223.43.24,TCP,4,incomplete_no_synack,invalid,80
20954298,0,172.28.4.7,6.231.114.20,TCP,9,invalid_ack,invalid,80
20954298,0,172.28.4.7,6.231.114.20,TCP,6,incomplete_no_synack,invalid,80
20954298,0,172.28.4.7,6.24.147.26,TCP,10,invalid_ack,invalid,80
20954298,0,172.28.4.7,6.24.147.26,TCP,5,incomplete_no_synack,invalid,80
20954298,0,172.28.4.7,6.56.181.16,TCP,9,invalid_ack,invalid,80
20954298,0,172.28.4.7,6.56.181.16,TCP,7,incomplete_no_synack,invalid,80
20954298,0,172.28.4.7,6.73.219.34,TCP,13,incomplete_no_ack,invalid,80
20954298,0,172.28.4.7,6.73.219.34,TCP,2,incomplete_no_synack,invalid,80
20954298,0,172.28.4.7,6.9.39.78,TCP,12,invalid_ack,invalid,80
20954298,0,172.28.4.7,6.9.39.78,TCP,3,incomplete_no_synack,invalid,80
20954298,0,172.28.4.7,7.12.133.14,TCP,10,invalid_ack,invalid,80
20954298,0,172.28.4.7,7.12.133.14,TCP,5,incomplete_no_synack,invalid,80
20954298,0,172.28.4.7,7.122.229.21,TCP,13,incomplete_no_ack,invalid,80
20954298,0,172.28.4.7,7.122.229.21,TCP,2,incomplete_no_synack,invalid,80
20954298,0,172.28.4.7,7.139.86.72,TCP,7,invalid_ack,invalid,80
20954298,0,172.28.4.7,7.139.86.72,TCP,3,rst_during_handshake,invalid,80
20954298,0,172.28.4.7,7.139.86.72,TCP,6,incomplete_no_synack,invalid,80
